iter	Logloss
495	0.1035303863
496	0.1034632198
497	0.1033038773
498	0.1031166438
499	0.1029872617
500	0.1027862542
501	0.1027403077
502	0.102561987
503	0.1024600076
504	0.1022563441
505	0.1021664595
506	0.1020575461
507	0.1019370438
508	0.1018942761
509	0.1017562532
510	0.1016468596
511	0.1015750121
512	0.1015077926
513	0.1013191365
514	0.1012569133
515	0.101086357
516	0.1008498891
517	0.1007694703
518	0.100624224
519	0.1003721192
520	0.1002152999
521	0.10007561
522	0.09991257828
523	0.09977462181
524	0.09971236346
525	0.09957212907
526	0.09945842399
527	0.09935925748
528	0.09913627571
529	0.09897652465
530	0.09884101115
531	0.09872476547
532	0.09856850571
533	0.09846733581
534	0.09827821021
535	0.09820082627
536	0.09811919022
537	0.09790506646
538	0.09784659262
539	0.09770704616
540	0.09756757968
541	0.09748074329
542	0.09736933229
543	0.09724453505
544	0.0971065686
545	0.09690785971
546	0.09677852081
547	0.09665107971
548	0.0965640633
549	0.09642420838
550	0.09631380867
551	0.09628892493
552	0.09614619774
553	0.09602727433
554	0.09594081179
555	0.09587065926
556	0.09579831513
557	0.09560194877
558	0.09547075588
559	0.095368514
560	0.0952786188
561	0.09522647834
562	0.09511150009
563	0.09496540689
564	0.09489866737
565	0.09475193892
566	0.09459943533
567	0.09442300012
568	0.09432732819
569	0.09422228851
570	0.09404883944
571	0.09396908256
572	0.09395007112
573	0.09380679997
574	0.09369872405
575	0.09355932504
576	0.09352464015
577	0.0933578079
578	0.09322232629
579	0.09318938641
580	0.09300909735
581	0.09284703013
582	0.09268624803
583	0.09251646758
584	0.09243781479
585	0.09226730422
586	0.09223725604
587	0.09205708546
588	0.09190808308
589	0.09180077519
590	0.09177371253
591	0.0916700075
592	0.09150053924
593	0.09138513598
594	0.09133262648
595	0.09130647283
596	0.09115163662
597	0.09098739902
598	0.09089696671
599	0.09075556202
600	0.09063745353
601	0.09053988293
602	0.09040329367
603	0.09029502248
604	0.09022935491
605	0.0901221842
606	0.09004782606
607	0.08990764699
608	0.08974768251
609	0.08969676555
610	0.08956895445
611	0.08946910924
612	0.08939040112
613	0.08932450342
614	0.08917030641
615	0.08906161436
616	0.08903596126
617	0.08900905683
618	0.08891629602
619	0.08883671219
620	0.08866185953
621	0.08851096168
622	0.08841059474
623	0.08831119225
624	0.08819392941
625	0.08813181757
626	0.08803081979
627	0.08785856849
628	0.08774137153
629	0.08770239981
630	0.08761079501
631	0.08754701402
632	0.08740670017
633	0.0872871609
634	0.0872562532
635	0.08713832574
636	0.087053798
637	0.08693367394
638	0.08690458467
639	0.0868528002
640	0.08682009291
641	0.08667701881
642	0.08659645351
643	0.08657545693
644	0.08653082957
645	0.08639819016
646	0.08629493598
647	0.08626510651
648	0.08614529077
649	0.0861121478
650	0.08600746425
651	0.0859034001
652	0.08579152085
653	0.08561173321
654	0.08556806458
655	0.08537983244
656	0.08527704776
657	0.08516275011
658	0.08507789838
659	0.08504650927
660	0.08488944671
661	0.08484239482
662	0.08478167698
663	0.08475511477
664	0.08468090241
665	0.08453456362
666	0.08439924365
667	0.08425357443
668	0.08419045456
669	0.0841485775
670	0.0840306944
671	0.08385373804
672	0.08369919821
673	0.08360648217
674	0.08348146584
675	0.08345737324
676	0.08333315596
677	0.08325885624
678	0.08321123654
679	0.08311784024
680	0.08303277497
681	0.08287145856
682	0.08280348924
683	0.08265853918
684	0.08261108692
685	0.08258504115
686	0.08245128342
687	0.08226178402
688	0.08219560931
689	0.08212294713
690	0.08200807394
691	0.08194950564
692	0.08185436679
693	0.08173767436
694	0.08160104717
695	0.08155597473
696	0.08145611388
697	0.08141262137
698	0.0813613406
699	0.08133441143
700	0.08119901516
701	0.08110228481
702	0.08106289252
703	0.08089592962
704	0.08079321305
705	0.08069272411
706	0.08056583008
707	0.08055433142
708	0.08040940219
709	0.08026961419
710	0.0802007521
711	0.08017231278
712	0.08010322748
713	0.08000825277
714	0.07983147618
715	0.07973156083
716	0.07966706853
717	0.07958821977
718	0.07944654754
719	0.07933546007
720	0.0792900202
721	0.07920778028
722	0.07912164112
723	0.07900194373
724	0.07888626979
725	0.07880673164
726	0.07878280458
727	0.07867585585
728	0.07853023046
729	0.07849292015
730	0.07835828823
731	0.07827182913
732	0.07812095073
733	0.0779705698
734	0.07796149909
735	0.07794903034
736	0.07792824866
737	0.07783120397
738	0.07768858755
739	0.07755034043
740	0.07752002991
741	0.07741845057
742	0.0772540188
743	0.07711557144
744	0.07707551386
745	0.07701428948
746	0.07697130869
747	0.07688711151
748	0.07676613111
749	0.07673534438
750	0.07671127819
751	0.07661780748
752	0.07654682633
753	0.07650480765
754	0.07639670432
755	0.07630755919
756	0.07622675909
757	0.07619401498
758	0.07616993571
759	0.07613343827
760	0.07605654158
761	0.07602738528
762	0.07598482015
763	0.07592705609
764	0.07586512424
765	0.07583296964
766	0.07576109085
767	0.0756825656
768	0.07565196792
769	0.07561963688
770	0.07549430032
771	0.07546070179
772	0.07533340808
773	0.07523984859
774	0.07517606009
775	0.07510806687
776	0.07496525144
777	0.07484497518
778	0.07478524109
779	0.07462816981
780	0.07455218125
781	0.07442204732
782	0.07434996398
783	0.07418708151
784	0.07407178883
785	0.07403967718
786	0.07398817604
787	0.07398021056
788	0.07395104704
789	0.07385049933
790	0.07382843884
791	0.07367613231
792	0.07358728156
793	0.07352619326
794	0.07349511056
795	0.07339311643
796	0.07326924574
797	0.07317807342
798	0.07316051057
799	0.07315086212
800	0.07310442182
801	0.07308896326
802	0.07302187846
803	0.07299927157
804	0.07290132138
805	0.07278370313
806	0.07263677847
807	0.07257512192
808	0.07246880007
809	0.07235823691
810	0.0722751661
811	0.07222014009
812	0.07210413493
813	0.07197637795
814	0.07185273116
815	0.07172260159
816	0.07159489238
817	0.0715836168
818	0.07157034179
819	0.07148701809
820	0.07135197382
821	0.07121918373
822	0.07116468216
823	0.07105609704
824	0.07097577563
825	0.0709257759
826	0.0708086625
827	0.07070367807
828	0.07058946901
829	0.07055319981
830	0.07050799228
831	0.07040091181
832	0.07024800277
833	0.07017853198
834	0.07014805159
835	0.07003436449
836	0.07000455075
837	0.06985115149
838	0.06976926129
839	0.06963068768
840	0.06962331407
841	0.06959489625
842	0.06950482986
843	0.06948635955
844	0.06947290916
845	0.06939847084
846	0.06937335595
847	0.06929791394
848	0.06918684765
849	0.06908809277
850	0.06900062524
851	0.06897885845
852	0.06894714521
853	0.06892126626
854	0.06891163885
855	0.0688175179
856	0.06878222837
857	0.06877521444
858	0.06869948131
859	0.06868361977
860	0.06865955467
861	0.06864677282
862	0.06863690487
863	0.06852884801
864	0.06842593555
865	0.06835184667
866	0.0682338053
867	0.06814442988
868	0.06812599905
869	0.06803262055
870	0.06790862715
871	0.06780472643
872	0.06772436664
873	0.06759931596
874	0.06750487212
875	0.06741126426
876	0.06735720302
877	0.06729463921
878	0.06720022347
879	0.06712407578
880	0.06710126082
881	0.06709106795
882	0.06695971985
883	0.06695203508
884	0.06680324568
885	0.06677682807
886	0.06663938988
887	0.06656280797
888	0.06643776643
889	0.06632461721
890	0.06619101306
891	0.06609069669
892	0.06606184478
893	0.06603416101
894	0.06598198217
895	0.06597119673
896	0.06585319951
897	0.06572567369
898	0.06564948743
899	0.06563728033
900	0.06556122944
901	0.06547371336
902	0.06545658191
903	0.06537347226
904	0.06531951811
905	0.06531328668
906	0.06529556361
907	0.06518852086
908	0.06509744544
909	0.06500284841
910	0.06491862968
911	0.06480209083
912	0.06470280829
913	0.06467133006
914	0.06458265496
915	0.06449911555
916	0.06434249509
917	0.06423281454
918	0.06415802111
919	0.06413119505
920	0.06404450504
921	0.06394756085
922	0.06386982766
923	0.06376594334
924	0.06370941172
925	0.06359814626
926	0.06359220747
927	0.06353788076
928	0.06344755712
929	0.06344149609
930	0.06330779785
931	0.06322235525
932	0.06312684281
933	0.0631162421
934	0.06303033534
935	0.06302296833
936	0.06295323905
937	0.06280698705
938	0.06279661357
939	0.06270707623
940	0.06267364756
941	0.06261545889
942	0.06259812343
943	0.06257889753
944	0.06253167762
945	0.06244819607
946	0.06241321471
947	0.06240348586
948	0.06229690999
949	0.06217640822
950	0.06210348656
951	0.06198861825
952	0.06190312254
953	0.06181929518
954	0.06179787153
955	0.06172245254
956	0.06169976664
957	0.06159151863
958	0.06149978522
959	0.06136406334
960	0.06135588611
961	0.06127079094
962	0.06126381491
963	0.0612219393
964	0.06120576386
965	0.06108692522
966	0.06102480591
967	0.0610020321
968	0.06091442984
969	0.0608416506
970	0.06082172867
971	0.06081277643
972	0.0607486597
973	0.0606653206
974	0.06058789997
975	0.06051825908
976	0.06046009248
977	0.06034178315
978	0.06030919489
979	0.06027489488
980	0.06020645878
981	0.06010731719
982	0.06010209232
983	0.06000737941
984	0.05989690325
985	0.05980616391
986	0.05971044421
987	0.05964137732
988	0.05956748258
989	0.05955871106
990	0.05951214701
991	0.05941197981
992	0.05934173097
993	0.05922821902
994	0.05920603876
995	0.05914782774
996	0.05907029439
997	0.05903467328
998	0.05902158117
999	0.0590020692
